id;title;price;promo_price;url
3755397;Набор игровой SPIDEY AND HIS AMAZING FRIENDS Паучок Майлс Моралес и транспорт 2в1 F19455X0;3099 RUB;1799 RUB;https://www.detmir.ru/product/index/id/3755397/
3746374;Набор игровой Трансформеры Уилджек и Гримлок F27355X0;3699 RUB;2287 RUB;https://www.detmir.ru/product/index/id/3746374/
3191473;Фигурка TMNT Донателло 80802;1191 RUB;756 RUB;https://www.detmir.ru/product/index/id/3191473/
3846689;Трансформер ТОБОТ Детективы Галактики Максимус Ви Сезон 2 301114;11723 RUB;8999 RUB;https://www.detmir.ru/product/index/id/3846689/
3819444;Набор игровой Bakugan Ультра Вилоч трансформер 6063381;5699 RUB;3499 RUB;https://www.detmir.ru/product/index/id/3819444/
4234061;Игрушка Prosto toys Disney06 Гравити Фолз Билл Шифр 542106;699 RUB;612 RUB;https://www.detmir.ru/product/index/id/4234061/
3846684;Трансформер ТОБОТ Детективы Галактики Леон Ровер Сезон 2 301109;7656 RUB;5999 RUB;https://www.detmir.ru/product/index/id/3846684/
4481212;Фигурка Jurassic World Цепляющийся динозаврик Тираннозавр HCM21;699 RUB;Отсутствует;https://www.detmir.ru/product/index/id/4481212/
3755363;Фигурка Человек-Паук (Spider-man) Человек-паук Исследователь с дополнительным элементом и аксессуаром F19135X0;1699 RUB;1399 RUB;https://www.detmir.ru/product/index/id/3755363/
4739985;Фигурка Jurassic World Новые рычащие динозавры Анкилозавр HDX36;3099 RUB;Отсутствует;https://www.detmir.ru/product/index/id/4739985/
3793063;Фигурка TMNT Черепашки ниндзя Донателло 90617;1475 RUB;Отсутствует;https://www.detmir.ru/product/index/id/3793063/
3381857;Фигурка Ben10 Бронированный алмаз 76145;1658 RUB;699 RUB;https://www.detmir.ru/product/index/id/3381857/
3746370;Фигурка Transformers Бамблби с автоматической трансформацией F27305X6;7299 RUB;4218 RUB;https://www.detmir.ru/product/index/id/3746370/
3473467;Набор игровой Paw Patrol Дайкаст Ти-Рекс 6059297;3799 RUB;1979 RUB;https://www.detmir.ru/product/index/id/3473467/
3746371;Фигурка Transformers Оптимус Прайм с автоматической трансформацией F27315X6;7299 RUB;4479 RUB;https://www.detmir.ru/product/index/id/3746371/
3755366;Фигурка Человек-Паук (Spider-man) Человек-паук Шпион Делюкс с аксессуарами F19175X0;2099 RUB;1425 RUB;https://www.detmir.ru/product/index/id/3755366/
3220898;Фигурка TMNT Донателло с боевым панцирем 80827;1191 RUB;990 RUB;https://www.detmir.ru/product/index/id/3220898/
3755391;Фигурка SPIDEY AND HIS AMAZING FRIENDS Паучок Зелёный Гоблин F19395X0;849 RUB;Отсутствует;https://www.detmir.ru/product/index/id/3755391/
4337834;Набор игровой Щенячий патруль Дайкаст Большая пожарная машина 6063231;1799 RUB;1189 RUB;https://www.detmir.ru/product/index/id/4337834/
3191476;Фигурка TMNT Сплинтер 80805;1191 RUB;779 RUB;https://www.detmir.ru/product/index/id/3191476/
4481213;Фигурка Jurassic World Цепляющийся динозаврик Стегозавр HCM22;699 RUB;Отсутствует;https://www.detmir.ru/product/index/id/4481213/
3381856;Фигурка Ben10 Башмаус 76134;1658 RUB;1184 RUB;https://www.detmir.ru/product/index/id/3381856/
4483413;Фигурка Hasbro Веном Делюкс F49845L0;2699 RUB;Отсутствует;https://www.detmir.ru/product/index/id/4483413/
3135661;Поезд Thomas and Friends Thomas & Friends Лэкси экспериментальный двигатель FJK52;1699 RUB;799 RUB;https://www.detmir.ru/product/index/id/3135661/
3777945;Фигурка Paw Patrol Кино Гончик 6060756;1049 RUB;729 RUB;https://www.detmir.ru/product/index/id/3777945/
3758184;Игрушка Star Wars Световой меч Дарксейбер F11695L0;2999 RUB;Отсутствует;https://www.detmir.ru/product/index/id/3758184/
4481215;Фигурка Jurassic World Цепляющийся динозаврик Спинозавр HCM24;699 RUB;Отсутствует;https://www.detmir.ru/product/index/id/4481215/
